TUCASEID,TEAGE_EC,TEELDUR,TEELWHO,TEELYRS,TRELHH,TUECLNO,TULINENO,TXAGE_EC,TXELDUR,TXELWHO,TXELYRS
20180302180141,60,4,24,2,1,2,2,0,0,0,0
20180302180142,70,4,56,3,0,4,-1,0,0,0,0
20180302180156,61,4,20,36,1,2,2,0,0,0,0
20180302180179,52,4,44,2,0,2,-1,0,0,0,0
20180302180502,71,4,41,8,0,4,-1,0,0,0,0
20180302180502,70,4,47,9,0,5,-1,0,0,0,0
20180302180512,69,1,34,-1,0,2,-1,0,0,0,-1
20180302180512,67,3,39,-1,0,3,-1,0,0,0,-1
20180302180586,74,4,35,3,0,2,-1,0,0,0,0
20180302180594,77,4,47,4,0,3,-1,0,0,0,0
20180302180594,85,4,48,7,0,4,-1,0,0,0,0
20180302180594,80,2,47,-1,0,5,-1,0,0,0,-1
20180302180594,80,2,48,-1,0,6,-1,60,0,0,-1
20180302180594,85,1,49,-1,0,7,-1,60,0,0,-1
20180302180608,77,4,39,4,0,6,-1,0,0,0,0
20180302180622,76,4,33,3,0,5,-1,0,0,0,0
20180302180622,79,4,34,3,0,6,-1,0,0,0,0
20180302180632,85,4,47,2,0,4,-1,60,0,0,0
20180302180632,73,4,24,3,1,2,2,0,0,0,0
20180302180632,71,3,30,-1,1,3,3,0,0,0,-1
20180302180675,80,4,24,5,1,2,2,0,0,0,0
20180302180678,73,3,33,-1,0,4,-1,0,0,0,-1
20180302180697,72,4,34,4,0,5,-1,0,0,0,0
20180302180782,85,4,34,2,0,3,-1,60,0,0,0
20180302180804,73,4,39,5,0,5,-1,0,0,0,0
20180302180826,65,2,20,-1,1,2,2,0,0,0,-1
20180302180858,73,4,34,2,0,6,-1,0,0,0,0
20180302180858,72,4,40,2,0,7,-1,0,0,0,0
20180302180863,85,4,33,10,0,2,-1,0,0,0,0
20180302180863,80,4,34,10,0,3,-1,60,0,0,0
20180302180891,80,2,34,-1,0,4,-1,0,0,0,-1
20180302180905,80,1,33,-1,0,2,-1,60,0,0,-1
20180302180914,85,4,34,4,0,3,-1,60,0,0,0
20180302180933,74,1,47,-1,0,6,-1,0,0,0,-1
20180302180958,75,3,25,-1,1,2,2,0,0,0,-1
20180302180960,61,1,33,-1,0,4,-1,0,0,0,-1
20180302180960,71,4,47,10,0,5,-1,0,0,0,0
20180302181027,85,4,33,20,0,2,-1,60,0,0,0
20180302181031,75,4,47,6,0,4,-1,0,0,0,0
20180302181035,76,1,47,-1,0,5,-1,0,0,0,-1
20180302181035,80,2,49,-1,0,6,-1,60,0,0,-1
20180302181046,68,4,33,20,0,2,-1,0,0,0,0
20180302181046,67,4,34,7,0,3,-1,0,0,0,0
20180302181064,80,3,49,-1,0,3,-1,60,0,0,-1
20180302181067,68,4,24,12,1,4,4,0,0,0,0
20180302181086,65,2,43,-1,0,2,-1,0,0,0,-1
20180302181093,78,3,34,-1,0,5,-1,0,0,0,-1
20180302181124,85,4,34,2,0,4,-1,60,0,0,0
20180302181124,80,4,33,3,0,5,-1,60,0,0,0
20180302181139,71,3,39,-1,0,4,-1,0,0,0,-1
20180302181166,80,4,20,5,1,2,2,0,0,0,0
20180302181191,73,4,39,2,0,5,-1,0,0,0,0
20180302181205,75,4,44,2,0,6,-1,0,0,0,0
20180302181205,85,4,24,5,1,5,5,0,0,0,0
20180302181215,85,4,33,5,0,6,-1,60,0,0,0
20180302181236,85,1,33,-1,0,3,-1,0,0,0,-1
20180302181244,85,1,34,-1,0,5,-1,60,0,0,-1
20180302181247,80,1,47,-1,0,4,-1,60,0,0,-1
20180302181270,76,2,33,-1,0,5,-1,0,0,0,-1
20180302181270,85,2,49,-1,0,6,-1,60,0,0,-1
20180302181270,78,4,49,5,0,7,-1,0,0,0,0
20180302181274,80,4,33,5,0,3,-1,60,0,0,0
20180302181299,85,2,44,-1,0,4,-1,60,0,0,-1
20180302181299,72,1,56,-1,0,5,-1,0,0,0,-1
20180302181310,69,4,39,5,0,3,-1,0,0,0,0
20180302181347,80,3,20,-1,1,2,2,0,0,0,-1
20180302181417,85,4,49,1,0,8,-1,60,0,0,0
20180302181417,85,4,49,1,0,9,-1,60,0,0,0
20180302181442,80,2,39,-1,0,3,-1,60,0,0,-1
20180302181442,85,2,40,-1,0,4,-1,60,0,0,-1
20180302181460,80,1,39,-1,0,6,-1,60,0,0,-1
20180302181489,85,4,48,2,0,2,-1,0,0,0,0
20180302181503,85,4,33,2,0,2,-1,60,0,0,0
20180302181517,80,4,33,3,0,3,-1,60,0,0,0
20180302181554,80,4,33,3,0,6,-1,60,0,0,0
20180302181572,85,4,33,10,0,2,-1,60,0,0,0
20180302181582,80,3,49,-1,0,2,-1,0,0,0,-1
20180302181582,71,4,49,5,0,3,-1,42,0,0,0
20180302181599,85,4,44,2,0,6,-1,0,0,0,0
20180302181599,85,3,44,-1,0,7,-1,0,0,0,-1
20180302181602,80,4,24,2,1,5,5,0,0,0,0
20180302181640,67,4,26,2,1,2,2,0,0,0,0
20180302181651,85,4,33,3,0,2,-1,60,0,0,0
20180302181651,52,4,44,2,0,3,-1,0,0,0,0
20180302181651,72,2,44,-1,0,4,-1,0,0,0,-1
20180302181677,80,2,47,-1,0,4,-1,60,0,0,-1
20180302181683,66,4,34,15,0,3,-1,0,0,0,0
20180302181683,80,3,43,-1,0,4,-1,0,0,0,-1
20180302181705,68,4,34,4,0,2,-1,0,0,0,0
20180302181705,85,4,47,4,0,3,-1,60,0,0,0
20180302181705,85,3,48,-1,0,4,-1,60,0,0,-1
20180302181803,85,4,33,2,0,3,-1,60,0,0,0
20180302181812,76,4,43,2,0,3,-1,0,0,0,0
20180302181812,67,1,43,-1,0,4,-1,0,0,0,-1
20180302181832,85,4,33,3,0,4,-1,60,0,0,0
20180302181869,69,4,56,2,0,3,-1,0,0,0,0
20180302181884,85,4,38,4,0,5,-1,60,0,0,0
20180302181902,80,4,33,3,0,5,-1,60,0,0,0
20180302181915,77,3,35,-1,0,3,-1,0,0,0,-1
20180302181918,85,4,44,3,0,2,-1,60,0,0,0
20180302181937,74,4,47,3,0,3,-1,0,0,0,0
20180302181978,78,4,33,2,0,3,-1,0,0,0,0
20180302181997,85,4,33,10,0,2,-1,60,0,0,0
20180302182029,68,1,44,-1,0,6,-1,0,0,0,-1
20180302182029,80,4,44,5,0,7,-1,0,0,0,0
20180302182029,80,3,41,-1,0,8,-1,0,0,0,-1
20180302182029,66,1,49,-1,0,9,-1,0,0,0,-1
20180302182029,76,4,24,10,1,2,2,0,0,0,0
20180302182038,69,4,38,4,0,3,-1,0,0,0,0
20180302182063,73,3,20,-1,1,2,2,0,0,0,-1
20180302182067,54,4,49,6,0,2,-1,0,0,0,0
20180302182093,85,2,43,-1,0,2,-1,0,0,0,-1
20180302182093,85,1,43,-1,0,3,-1,60,0,0,-1
20180302182113,69,1,33,-1,0,4,-1,0,0,0,-1
20180302182114,85,4,33,5,0,3,-1,60,0,0,0
20180302182156,71,1,40,-1,0,5,-1,0,0,0,-1
20180302182196,71,1,44,-1,0,2,-1,0,0,0,-1
20180302182227,85,4,42,2,0,3,-1,60,0,0,0
20180302182236,67,4,33,2,0,3,-1,0,0,0,0
20180302182254,80,4,33,4,0,4,-1,60,0,0,0
20180302182296,80,4,33,5,0,5,-1,60,0,0,0
20180302182296,80,2,39,-1,0,6,-1,0,0,0,-1
20180302182296,80,4,40,2,0,7,-1,60,0,0,0
20180302182303,71,2,39,-1,0,3,-1,0,0,0,-1
20180302182362,85,4,44,20,0,3,-1,60,0,0,0
20180302182362,80,4,39,20,0,4,-1,0,0,0,0
20180302182369,72,4,33,3,0,3,-1,0,0,0,0
20180302182396,63,1,44,-1,0,2,-1,0,0,0,-1
20180302182396,60,3,37,-1,0,3,-1,0,0,0,-1
20180302182432,85,4,44,2,0,3,-1,60,0,0,0
20180302182432,85,1,44,-1,0,4,-1,60,0,0,-1
20180303180036,61,4,33,2,0,4,-1,0,0,0,0
20180303180774,85,1,33,-1,0,5,-1,61,43,0,-1
20180303180774,59,4,34,3,0,6,-1,43,43,43,42
20180303180774,80,2,44,-1,0,7,-1,61,43,43,-1
20180303180854,85,4,33,3,0,2,-1,60,0,0,42
20180303180995,80,2,33,-1,0,3,-1,60,0,0,-1
20180303180995,85,2,40,-1,0,4,-1,60,0,0,-1
20180303181068,72,4,44,2,0,2,-1,0,0,0,0
20180303181335,66,1,24,-1,1,2,2,0,0,0,-1
20180303181335,68,1,24,-1,1,3,3,0,0,0,-1
20180303181521,72,3,33,-1,0,2,-1,0,0,0,-1
20180303181521,73,3,34,-1,0,3,-1,0,0,0,-1
20180303181611,85,3,43,-1,0,2,-1,0,0,0,-1
20180303181697,62,3,44,-1,0,2,-1,0,0,0,-1
20180303181723,85,4,24,5,1,2,2,0,0,0,0
20180303181819,85,4,40,4,0,3,-1,60,0,0,0
20180303182173,85,4,44,10,0,2,-1,60,0,0,0
20180303182243,85,2,47,-1,0,5,-1,60,0,0,-1
20180303182431,85,3,41,-1,0,2,-1,60,0,0,-1
20180312171631,85,3,47,-1,0,4,-1,61,42,0,-1
20180312171631,65,3,48,-1,0,5,-1,43,42,0,-1
20180402180010,57,4,33,1,0,4,-1,0,0,0,0
20180402180556,60,4,33,8,0,4,-1,0,0,0,0
20180402180556,64,4,34,4,0,5,-1,0,0,0,0
20180402180603,72,4,42,15,0,5,-1,0,0,0,0
20180402180647,85,3,43,-1,0,4,-1,60,0,0,-1
20180402180647,79,3,43,-1,0,5,-1,0,0,0,-1
20180402180710,71,1,33,-1,0,3,-1,0,0,0,-1
20180402180758,58,1,47,-1,0,3,-1,0,0,0,-1
20180402180932,80,2,47,-1,0,4,-1,0,0,0,-1
20180402180932,80,2,48,-1,0,5,-1,60,0,0,-1
20180402180982,70,3,43,-1,0,3,-1,0,0,0,-1
20180402181075,85,4,33,38,0,2,-1,60,0,0,0
20180402181218,46,4,38,11,0,2,-1,0,0,0,0
20180402181316,85,3,20,-1,1,2,2,0,0,0,-1
20180402181325,85,4,33,4,0,2,-1,60,0,0,0
20180402181472,85,4,24,2,1,3,3,0,0,0,0
20180402181491,79,3,34,-1,0,2,-1,0,0,0,-1
20180402181591,64,4,33,6,0,5,-1,0,0,0,0
20180402181649,85,3,34,-1,0,7,-1,0,0,0,-1
20180402181649,80,3,33,-1,0,8,-1,60,0,0,-1
20180402181684,75,4,49,2,0,3,-1,0,0,0,0
20180402181684,85,4,33,3,0,4,-1,60,0,0,0
20180402181783,80,3,43,-1,0,3,-1,60,0,0,-1
20180402181783,85,3,43,-1,0,4,-1,60,0,0,-1
20180402181911,46,2,21,-1,1,3,3,0,0,0,-1
20180402181939,65,1,33,-1,0,6,-1,0,0,0,-1
20180402181939,67,1,34,-1,0,7,-1,0,0,0,-1
20180402181958,85,4,56,6,0,2,-1,60,0,0,0
20180402181958,75,4,56,2,0,3,-1,0,0,0,0
20180402182092,85,4,44,2,0,3,-1,0,0,0,0
20180402182154,85,4,39,2,0,2,-1,60,0,0,0
20180402182154,79,2,43,-1,0,3,-1,0,0,0,-1
20180402182210,62,1,28,-1,1,2,2,0,0,0,-1
20180402182222,75,4,33,4,0,4,-1,0,0,0,0
20180402182238,85,4,44,3,0,2,-1,60,0,0,0
20180402182238,75,4,44,3,0,3,-1,0,0,0,0
20180402182327,69,1,33,-1,0,3,-1,0,0,0,-1
20180402182327,74,1,43,-1,0,4,-1,0,0,0,-1
20180402182386,85,4,34,2,0,2,-1,60,0,0,0
20180402182431,85,3,47,-1,0,6,-1,60,0,0,-1
20180402182455,80,4,33,1,0,3,-1,60,0,0,0
20180403180021,78,4,47,20,0,6,-1,0,0,0,0
20180403180023,73,3,43,-1,0,2,-1,0,0,0,-1
20180403180102,76,4,33,4,0,4,-1,0,0,0,0
20180403180105,80,1,44,-1,0,3,-1,60,0,0,-1
20180403180105,85,2,44,-1,0,4,-1,60,0,0,-1
20180403180119,80,4,39,20,0,7,-1,60,0,0,0
20180403180119,85,4,39,20,0,8,-1,60,0,0,0
20180403180515,85,4,33,2,0,2,-1,60,0,0,0
20180403180542,80,4,44,9,0,2,-1,60,0,0,0
20180403180552,85,2,47,-1,0,5,-1,60,0,0,-1
20180403180585,80,3,47,-1,0,5,-1,60,0,0,-1
20180403180586,65,4,43,3,0,2,-1,0,0,0,0
20180403180586,65,4,43,2,0,3,-1,0,0,0,0
20180403180587,80,3,43,-1,0,5,-1,60,0,0,-1
20180403180642,78,2,44,-1,0,2,-1,0,0,0,-1
20180403180642,80,2,44,-1,0,3,-1,0,0,0,-1
20180403180651,70,2,34,-1,0,3,-1,0,0,0,-1
20180403180651,85,3,47,-1,0,4,-1,0,0,0,-1
20180403180665,75,1,33,-1,0,3,-1,0,0,0,-1
20180403180670,73,2,37,-1,0,3,-1,0,0,0,-1
20180403180713,80,3,33,-1,0,4,-1,60,0,0,-1
20180403180717,85,1,44,-1,0,3,-1,60,0,0,-1
20180403180747,85,4,20,4,1,2,2,0,0,0,0
20180403180754,80,4,33,20,0,2,-1,60,0,0,0
20180403180763,64,4,20,5,1,2,2,0,0,0,0
20180403180764,72,4,41,20,0,2,-1,0,0,0,0
20180403180764,75,1,56,-1,0,3,-1,42,0,0,-1
20180403180764,79,1,56,-1,0,4,-1,42,0,0,-1
20180403180764,80,1,56,-1,0,5,-1,61,0,0,-1
20180403180764,80,1,56,-1,0,6,-1,61,0,0,-1
20180403180819,76,4,34,5,0,2,-1,0,0,0,0
20180403180831,80,1,34,-1,0,3,-1,60,0,0,-1
20180403180911,80,1,39,-1,0,6,-1,60,0,0,-1
20180403180911,80,1,40,-1,0,7,-1,60,0,0,-1
20180403180942,80,4,33,5,0,2,-1,60,0,0,0
20180403180942,85,4,44,2,0,3,-1,60,0,0,0
20180403180979,62,4,20,4,1,2,2,0,0,0,0
20180403180996,78,2,47,-1,0,6,-1,0,0,0,-1
20180403181049,85,4,33,12,0,3,-1,0,0,0,0
20180403181049,85,1,34,-1,0,4,-1,60,0,0,-1
20180403181050,80,1,44,-1,0,2,-1,60,0,0,-1
20180403181055,85,1,43,-1,0,2,-1,0,0,0,-1
20180403181079,61,4,49,21,0,3,-1,0,0,0,0
20180403181096,76,1,42,-1,0,4,-1,0,0,0,-1
20180403181160,80,4,34,5,0,9,-1,60,0,0,0
20180403181181,85,4,33,6,0,2,-1,60,0,0,0
20180403181188,80,4,47,4,0,5,-1,60,0,0,0
20180403181188,80,4,48,8,0,6,-1,60,0,0,0
20180403181235,85,1,39,-1,0,3,-1,60,0,0,-1
20180403181257,51,4,33,11,0,12,-1,0,0,0,0
20180403181266,69,1,33,-1,0,5,-1,0,0,0,-1
20180403181293,85,2,35,-1,0,2,-1,60,0,0,-1
20180403181306,63,4,26,2,1,2,2,0,0,0,0
20180403181311,75,4,20,3,1,2,2,0,0,0,0
20180403181329,49,4,22,49,1,3,3,0,0,0,0
20180403181332,79,1,39,-1,0,4,-1,0,0,0,-1
20180403181332,80,2,34,-1,0,5,-1,60,0,0,-1
20180403181398,85,4,47,30,0,2,-1,60,0,0,0
20180403181398,80,1,43,-1,0,3,-1,0,0,0,-1
20180403181435,85,3,44,-1,0,3,-1,60,0,0,-1
20180403181439,72,4,33,2,0,2,-1,0,0,0,0
20180403181439,72,3,34,-1,0,3,-1,0,0,0,-1
20180403181459,85,4,47,5,0,3,-1,0,0,0,0
20180403181508,71,1,33,-1,0,6,-1,0,0,0,-1
20180403181508,76,1,34,-1,0,7,-1,0,0,0,-1
20180403181588,63,4,33,2,0,4,-1,0,0,0,0
20180403181588,85,4,47,2,0,5,-1,60,0,0,0
20180403181588,85,1,43,-1,0,6,-1,60,0,0,-1
20180403181588,85,3,44,-1,0,7,-1,60,0,0,-1
20180403181606,85,3,43,-1,0,2,-1,60,0,0,-1
20180403181658,80,2,33,-1,0,2,-1,0,0,0,-1
20180403181658,80,2,34,-1,0,3,-1,0,0,0,-1
20180403181672,80,4,34,1,0,4,-1,60,0,0,0
20180403181686,80,4,33,2,0,3,-1,60,0,0,0
20180403181686,85,3,34,-1,0,4,-1,60,0,0,-1
20180403181706,85,3,47,-1,0,6,-1,60,0,0,-1
20180403181706,85,3,48,-1,0,7,-1,60,0,0,-1
20180403181748,66,4,33,3,0,4,-1,0,0,0,0
20180403181755,74,4,24,7,1,2,2,0,0,0,0
20180403181776,66,4,20,6,1,2,2,0,0,0,0
20180403181814,80,4,33,10,0,3,-1,60,0,0,0
20180403181814,78,4,42,2,0,4,-1,0,0,0,0
20180403181820,72,4,24,2,1,2,2,0,0,0,0
20180403181821,85,2,47,-1,0,2,-1,60,0,0,-1
20180403181834,85,4,49,6,0,2,-1,60,0,0,0
20180403181834,80,4,43,3,0,3,-1,60,0,0,0
20180403181834,80,4,43,8,0,4,-1,60,0,0,0
20180403181853,85,4,41,20,0,3,-1,60,0,0,0
20180403181853,80,4,56,15,0,4,-1,61,0,0,0
20180403181853,73,4,56,15,0,5,-1,42,0,0,0
20180403181853,79,4,56,15,0,6,-1,42,0,0,0
20180403181853,85,4,56,15,0,7,-1,61,0,0,0
20180403181900,65,1,33,-1,0,5,-1,0,0,0,-1
20180403181948,65,1,48,-1,0,5,-1,0,0,0,-1
20180403181953,85,4,39,10,0,3,-1,60,0,0,0
20180403181984,80,1,39,-1,0,6,-1,60,0,0,-1
20180403182033,85,1,34,-1,0,5,-1,60,0,0,-1
20180403182053,72,4,33,3,0,4,-1,0,0,0,0
20180403182053,85,2,41,-1,0,5,-1,60,0,0,-1
20180403182083,80,4,33,3,0,2,-1,60,0,0,0
20180403182107,62,4,43,2,0,2,-1,0,0,0,0
20180403182132,80,1,43,-1,0,2,-1,60,0,0,-1
20180403182132,70,1,43,-1,0,3,-1,0,0,0,-1
20180403182147,85,4,48,5,0,4,-1,60,0,0,0
20180403182160,80,4,24,5,1,4,4,0,0,0,0
20180403182187,85,4,33,5,0,2,-1,60,0,0,0
20180403182187,80,3,34,-1,0,3,-1,60,0,0,-1
20180403182203,71,4,33,2,0,5,-1,0,0,0,0
20180403182203,80,4,34,2,0,6,-1,0,0,0,0
20180403182210,76,1,33,-1,0,3,-1,0,0,0,-1
20180403182214,85,1,33,-1,0,3,-1,60,0,0,-1
20180403182260,59,1,40,-1,0,3,-1,0,0,0,-1
20180403182269,75,4,43,5,0,2,-1,0,0,0,0
20180403182269,85,4,43,6,0,3,-1,60,0,0,0
20180403182272,73,1,33,-1,0,5,-1,0,0,0,-1
20180403182281,85,4,33,15,0,2,-1,60,0,0,0
20180403182300,78,4,49,2,0,3,-1,0,0,0,0
20180403182306,63,4,40,4,0,5,-1,0,0,0,0
20180403182309,64,4,20,4,1,2,2,0,0,0,0
20180403182312,74,3,24,-1,1,2,2,0,0,0,-1
20180403182366,65,1,43,-1,0,2,-1,0,0,0,-1
20180403182366,68,3,43,-1,0,3,-1,0,0,0,-1
20180403182372,80,2,56,-1,0,2,-1,60,0,0,-1
20180403182372,85,2,56,-1,0,3,-1,60,0,0,-1
20180403182383,85,4,47,2,0,3,-1,60,0,0,0
20180403182395,70,4,33,5,0,6,-1,0,0,0,0
20180403182395,75,4,34,5,0,7,-1,0,0,0,0
20180403182401,74,4,33,10,0,2,-1,0,0,0,0
20180403182406,71,4,34,2,0,5,-1,0,0,0,0
20180403182412,73,1,49,-1,0,3,-1,0,0,0,-1
20180403182453,85,1,44,-1,0,6,-1,61,0,0,-1
20180403182472,71,4,44,6,0,3,-1,0,0,0,0
20180403182494,85,4,39,3,0,3,-1,60,0,0,0
20180403182537,80,3,43,-1,0,2,-1,0,0,0,-1
20180404180506,75,2,43,-1,0,2,-1,42,42,0,-1
20180404180506,85,4,43,2,0,3,-1,61,42,0,42
20180404180506,66,3,43,-1,0,4,-1,42,42,0,-1
20180404180506,85,4,43,2,0,5,-1,61,42,0,42
20180404180506,74,4,43,2,0,6,-1,42,42,0,42
20180404180657,74,4,33,15,0,3,-1,0,0,0,0
20180404180759,85,4,43,5,0,2,-1,60,0,0,0
20180404180858,80,4,41,3,0,4,-1,60,0,0,0
20180404180890,64,1,44,-1,0,2,-1,0,0,0,-1
20180404180900,80,3,33,-1,0,3,-1,60,0,0,-1
20180404180900,85,4,34,4,0,4,-1,60,0,0,0
20180404180911,74,4,43,10,0,4,-1,0,0,0,0
20180404180956,85,4,33,6,0,4,-1,60,0,0,0
20180404180956,78,4,43,3,0,5,-1,0,0,0,0
20180404181039,75,1,40,-1,0,4,-1,0,0,0,-1
20180404181060,80,4,33,3,0,2,-1,60,0,0,0
20180404181087,80,4,44,5,0,3,-1,0,0,0,0
20180404181146,80,4,33,2,0,3,-1,60,0,0,0
20180404181146,85,4,34,2,0,4,-1,60,0,0,0
20180404181146,79,4,40,2,0,5,-1,0,0,0,0
20180404181146,80,3,43,-1,0,6,-1,60,0,0,-1
20180404181152,80,4,41,5,0,9,-1,60,0,0,0
20180404181200,80,4,44,14,0,2,-1,0,0,0,0
20180404181381,68,1,43,-1,0,3,-1,0,0,0,-1
20180404181458,85,4,43,5,0,2,-1,60,0,0,0
20180404181540,85,4,41,3,0,2,-1,60,0,0,0
20180404181549,85,4,44,2,0,2,-1,60,0,0,0
20180404181549,85,4,44,2,0,3,-1,60,0,0,0
20180404181549,85,4,44,10,0,4,-1,0,0,0,0
20180404181549,85,4,44,10,0,5,-1,60,0,0,0
20180404181549,85,4,44,10,0,6,-1,0,0,0,0
20180404181699,85,4,33,10,0,3,-1,60,0,0,0
20180404181790,85,4,43,2,0,2,-1,60,0,0,0
20180404181790,85,1,44,-1,0,3,-1,60,0,0,-1
20180404181824,79,2,33,-1,0,3,-1,0,0,0,-1
20180404181890,85,1,56,-1,0,2,-1,60,0,0,-1
20180404181890,79,4,56,2,0,3,-1,0,0,0,42
20180404181906,85,4,33,2,0,2,-1,60,0,0,0
20180404182023,72,2,34,-1,0,2,-1,0,0,0,-1
20180404182042,66,4,24,2,1,2,2,0,42,0,42
20180404182188,85,4,37,1,0,2,-1,0,0,0,0
20180404182215,80,3,33,-1,0,3,-1,60,0,0,-1
20180404182215,80,3,34,-1,0,4,-1,60,0,0,-1
20180404182347,67,4,56,5,0,4,-1,0,42,0,42
20180404182368,85,4,49,15,0,5,-1,60,0,0,0
20180404182503,69,4,43,2,0,2,-1,0,0,0,0
20180502180922,85,1,43,-1,0,5,-1,0,0,0,-1
20180502180922,80,1,43,-1,0,6,-1,0,0,0,-1
20180502180922,75,1,43,-1,0,7,-1,0,0,0,-1
20180502180922,75,1,43,-1,0,8,-1,0,0,0,-1
20180502181410,80,4,41,2,0,7,-1,60,0,0,0
20180502182371,80,1,40,-1,0,6,-1,60,0,0,-1
20180503181021,80,4,33,10,0,4,-1,0,0,0,0
20180503181126,76,4,33,2,0,3,-1,0,0,0,0
20180503181183,69,4,33,5,0,7,-1,0,0,0,0
20180503181183,69,4,34,5,0,8,-1,0,0,0,0
20180503181183,77,4,26,3,1,5,5,0,0,0,0
20180503181211,72,4,43,5,0,2,-1,0,0,0,0
20180503181211,75,4,43,5,0,3,-1,0,0,0,0
20180503181483,76,4,44,4,0,3,-1,0,0,0,0
20180503181483,80,4,44,4,0,4,-1,60,0,0,0
20180503181782,64,4,29,8,1,4,4,0,0,0,0
20180503181878,80,4,39,3,0,5,-1,60,0,0,0
20180503181967,72,1,39,-1,0,5,-1,0,0,0,-1
20180503181990,79,4,47,2,0,5,-1,0,0,0,0
20180503182429,85,4,33,3,0,3,-1,60,0,0,0
20180504180071,85,3,44,-1,0,6,-1,61,0,0,-1
20180504180098,85,4,44,6,0,5,-1,60,0,0,0
20180504180517,85,4,33,5,0,3,-1,60,0,0,0
20180504180526,70,4,26,2,1,2,2,0,0,0,0
20180504180561,80,4,33,5,0,2,-1,60,0,0,0
20180504180565,70,4,41,1,0,2,-1,0,0,0,0
20180504180565,61,3,33,-1,0,3,-1,0,0,0,-1
20180504180565,80,2,48,-1,0,4,-1,0,0,0,-1
20180504180570,85,4,33,5,0,2,-1,60,0,0,0
20180504180584,77,1,47,-1,0,5,-1,42,0,0,-1
20180504180594,65,4,43,4,0,3,-1,0,0,0,0
20180504180595,85,4,43,7,0,3,-1,60,0,0,0
20180504180595,73,4,43,5,0,4,-1,0,0,0,0
20180504180597,72,4,33,2,0,2,-1,0,0,0,0
20180504180613,80,4,47,10,0,2,-1,0,0,0,0
20180504180640,80,4,33,7,0,2,-1,0,0,0,0
20180504180655,85,1,33,-1,0,5,-1,0,0,0,-1
20180504180666,65,1,44,-1,0,3,-1,0,0,0,-1
20180504180666,68,1,44,-1,0,4,-1,0,0,0,-1
20180504180698,54,4,33,20,0,2,-1,0,0,0,0
20180504180739,80,1,56,-1,0,2,-1,0,0,0,-1
20180504180744,85,4,33,2,0,4,-1,0,0,0,0
20180504180744,80,4,49,2,0,5,-1,60,0,0,0
20180504180745,85,4,43,4,0,4,-1,60,0,0,0
20180504180773,66,4,20,3,1,2,2,0,0,0,0
20180504180782,79,3,47,-1,0,3,-1,0,0,0,-1
20180504180789,85,4,44,4,0,3,-1,60,0,0,0
20180504180809,47,1,33,-1,0,4,-1,0,0,0,-1
20180504180809,45,1,34,-1,0,5,-1,0,0,0,-1
20180504180822,75,3,43,-1,0,3,-1,0,0,0,-1
20180504180822,85,1,43,-1,0,4,-1,60,0,0,-1
20180504180822,85,3,43,-1,0,5,-1,60,0,0,-1
20180504180822,85,4,43,2,0,6,-1,60,0,0,0
20180504180822,78,1,43,-1,0,7,-1,0,0,0,-1
20180504180837,78,4,33,4,0,3,-1,0,0,0,0
20180504180846,53,4,38,3,0,4,-1,0,0,0,0
20180504180846,80,4,24,10,1,3,3,0,0,0,0
20180504180863,85,4,33,5,0,3,-1,60,0,0,0
20180504180908,85,1,33,-1,0,2,-1,60,0,0,-1
20180504180914,80,4,33,3,0,2,-1,0,0,0,0
20180504180914,67,4,35,5,0,3,-1,0,0,0,0
20180504180915,85,4,33,2,0,3,-1,60,0,0,0
20180504180955,78,4,38,8,0,6,-1,0,0,0,0
20180504180966,47,4,25,2,1,3,3,0,0,0,0
20180504180988,80,4,33,3,0,2,-1,60,0,0,0
20180504181049,80,4,33,2,0,4,-1,60,0,0,0
20180504181144,85,4,33,1,0,2,-1,60,0,0,0
20180504181144,85,4,34,1,0,3,-1,60,0,0,0
20180504181159,79,1,43,-1,0,7,-1,0,0,0,-1
20180504181159,47,1,43,-1,0,8,-1,0,0,0,-1
20180504181160,85,4,43,25,0,2,-1,60,0,0,0
20180504181160,78,4,43,2,0,3,-1,0,0,0,0
20180504181234,85,4,33,2,0,3,-1,60,0,0,0
20180504181241,57,4,20,10,1,2,2,0,0,0,0
20180504181260,78,1,39,-1,0,6,-1,0,0,0,-1
20180504181260,80,1,40,-1,0,7,-1,60,0,0,-1
20180504181263,69,3,56,-1,0,4,-1,0,0,0,-1
20180504181263,65,3,56,-1,0,5,-1,0,0,0,-1
20180504181291,80,4,34,2,0,4,-1,60,0,0,0
20180504181291,80,4,33,5,0,5,-1,60,0,0,0
20180504181311,33,4,49,12,0,2,-1,0,0,0,0
20180504181327,85,4,33,8,0,4,-1,0,0,0,0
20180504181401,76,3,34,-1,0,3,-1,0,0,0,-1
20180504181426,85,4,47,4,0,7,-1,60,0,0,0
20180504181426,85,4,48,4,0,8,-1,60,0,0,0
20180504181426,80,3,43,-1,0,9,-1,0,0,0,-1
20180504181432,85,1,43,-1,0,2,-1,60,0,0,-1
20180504181432,80,4,43,3,0,3,-1,60,0,0,0
20180504181432,78,1,43,-1,0,4,-1,0,0,0,-1
20180504181435,77,4,33,4,0,2,-1,0,0,0,0
20180504181440,80,4,43,2,0,2,-1,0,0,0,0
20180504181479,61,4,33,5,0,2,-1,0,0,0,0
20180504181479,70,4,34,5,0,3,-1,0,0,0,0
20180504181503,85,2,39,-1,0,2,-1,60,0,0,-1
